Symbol,Last Price,Change,P Change,Previous Close,Open,Day High,Day Low,Volume,Time,Date,52W High,52W Low,Market Cap (Cr),P/E Ratio,EPS,Sector,VWAP,Deliverable Volume,Deliverable %
BAJFINANCE,7092.93,179.43,2.6,6913.5,6907.69,7102.77,6907.69,1240067,2025-05-08 11:26:00,2025-05-08,8461.08,5640.72,446145.11,27.44,258.49,Financial Services,7073.11,935018,49.93
M&M,3016.76,62.6,2.12,2954.16,2938.06,3021.57,2938.06,2194090,2025-05-08 11:26:00,2025-05-08,3550.96,2367.3,134246.0,19.31,156.23,Auto,3008.17,1212445,45.1
SUNPHARMA,1386.61,38.36,2.85,1348.25,1350.16,1386.61,1350.16,1045813,2025-05-08 11:25:00,2025-05-08,1585.02,1056.68,107739.54,27.02,51.32,Pharma,1392.63,773951,43.48
HINDUNILVR,2575.21,55.85,2.22,2519.36,2529.02,2578.51,2529.02,1142039,2025-05-08 11:24:00,2025-05-08,3048.9,2032.6,86011.97,45.36,56.77,FMCG,2581.6,713540,45.7
ADANIPORTS,3011.34,65.9,2.24,2945.44,2955.07,3011.34,2955.07,1878312,2025-05-08 11:24:00,2025-05-08,3519.0,2346.0,224344.86,23.82,126.42,Infrastructure,3015.07,1264111,46.39
UPL,2710.03,38.56,1.44,2671.47,2704.1,2711.83,2695.17,2309588,2025-05-08 11:24:00,2025-05-08,3451.15,2300.77,135772.45,62.19,43.58,FMCG,2715.67,1831180,40.98
HDFCLIFE,1915.42,37.08,1.97,1878.34,1906.16,1926.92,1906.16,1211635,2025-05-08 11:24:00,2025-05-08,2231.45,1487.63,104965.06,19.88,96.35,Infrastructure,1915.45,584373,62.19
HCLTECH,1191.61,27.39,2.35,1164.22,1164.71,1195.58,1164.71,630161,2025-05-08 11:23:00,2025-05-08,1416.54,944.36,54694.74,21.18,56.26,IT,1193.43,407872,71.84
M&M,3021.57,67.41,2.28,2954.16,2938.06,3021.57,2938.06,2567193,2025-05-08 11:23:00,2025-05-08,3550.96,2367.3,207581.7,22.72,132.99,Auto,3027.27,1794824,58.22
UPL,2711.83,40.36,1.51,2671.47,2704.1,2711.83,2695.17,3093799,2025-05-08 11:23:00,2025-05-08,3451.15,2300.77,60473.72,67.59,40.12,FMCG,2708.33,1516621,42.88
LT,2942.59,72.01,2.51,2870.58,2871.56,2953.83,2871.56,1892760,2025-05-08 11:16:00,2025-05-08,3576.48,2384.32,187737.16,19.08,154.22,Construction,2942.64,1031728,77.33
DRREDDY,1188.82,27.81,2.4,1161.01,1164.68,1194.28,1164.68,1172630,2025-05-08 11:16:00,2025-05-08,1421.57,947.71,54566.84,12.49,95.18,Metal,1189.72,901066,69.53
BAJAJFINSV,1581.56,28.58,1.84,1552.98,1559.75,1590.73,1559.75,1223303,2025-05-08 11:15:00,2025-05-08,1980.36,1320.24,70537.46,32.92,48.04,Financial Services,1581.1,751088,47.91
TECHM,2593.21,56.18,2.21,2537.03,2544.03,2593.4,2544.03,2438602,2025-05-08 11:15:00,2025-05-08,3111.12,2074.08,186970.54,16.16,160.47,Infrastructure,2583.34,1723165,71.8
APOLLOHOSP,2914.82,61.92,2.17,2852.9,2886.02,2914.82,2886.02,717293,2025-05-08 11:15:00,2025-05-08,3432.05,2288.03,158566.08,8.77,332.36,Power,2918.66,563839,67.72
HINDUNILVR,2577.54,58.18,2.31,2519.36,2529.02,2578.51,2529.02,2170352,2025-05-08 11:14:00,2025-05-08,3048.9,2032.6,201306.09,48.21,53.46,FMCG,2579.68,943460,78.07
POWERGRID,1756.5,44.57,2.6,1711.93,1717.48,1756.94,1717.48,1214828,2025-05-08 11:14:00,2025-05-08,2003.86,1335.9,75881.02,10.65,164.93,Power,1758.26,821330,76.68
TATAMOTORS,3183.11,76.6,2.47,3106.51,3128.46,3190.25,3128.46,2424523,2025-05-08 11:12:00,2025-05-08,3771.08,2514.06,87535.5,18.26,174.32,Auto,3169.68,1812852,55.85
NESTLEIND,2800.18,68.82,2.52,2731.36,2759.0,2800.18,2759.0,1906124,2025-05-08 11:12:00,2025-05-08,3300.91,2200.61,126848.3,25.09,111.61,Infrastructure,2786.93,1248620,79.72
NESTLEIND,2800.18,68.82,2.52,2731.36,2759.0,2800.18,2759.0,1667837,2025-05-08 11:12:00,2025-05-08,3300.91,2200.61,57123.74,27.63,101.35,Infrastructure,2787.38,739447,72.32
ADANIENT,2228.66,41.45,1.9,2187.21,2174.28,2239.9,2174.28,1877500,2025-05-08 11:11:00,2025-05-08,2805.8,1870.54,156006.29,21.54,103.47,Infrastructure,2222.13,1098606,67.88
ONGC,3370.6,79.11,2.4,3291.49,3282.14,3370.6,3282.14,1279262,2025-05-08 11:09:00,2025-05-08,4194.2,2796.14,136846.38,21.81,154.54,Oil & Gas,3362.91,532483,53.71
MARUTI,10603.77,223.96,2.16,10379.81,10409.78,10603.77,10409.78,1541788,2025-05-08 11:08:00,2025-05-08,12420.9,8280.6,658494.04,18.51,572.87,Auto,10634.69,1127156,63.2
POWERGRID,1756.94,45.01,2.63,1711.93,1717.48,1756.94,1717.48,2288029,2025-05-08 11:07:00,2025-05-08,2003.86,1335.9,36895.66,14.21,123.64,Power,1754.22,1381363,59.86
M&M,3013.35,59.19,2.0,2954.16,2938.06,3021.28,2938.06,2121677,2025-05-08 11:07:00,2025-05-08,3550.96,2367.3,129272.59,27.79,108.43,Auto,3018.48,1290675,42.45
BPCL,4651.15,96.94,2.13,4554.21,4617.98,4651.15,4617.98,1113255,2025-05-08 11:07:00,2025-05-08,5508.67,3672.45,327905.87,11.81,393.83,Oil & Gas,4639.44,877308,70.32
ULTRACEMCO,4797.22,95.98,2.04,4701.24,4721.82,4797.22,4721.82,1640029,2025-05-08 11:05:00,2025-05-08,5900.29,3933.53,110336.14,35.65,134.56,Cement,4807.7,860274,66.91
BRITANNIA,1430.34,30.57,2.18,1399.77,1404.59,1435.42,1404.59,557268,2025-05-08 11:05:00,2025-05-08,1712.21,1141.47,43911.49,19.72,72.53,Auto,1433.85,256478,54.35
ITC,394.86,9.42,2.44,385.44,390.35,394.86,390.35,996811,2025-05-08 11:04:00,2025-05-08,504.3,336.2,29496.11,66.16,5.97,FMCG,396.56,668301,61.03
HDFCBANK,1548.08,22.44,1.47,1525.64,1529.95,1557.98,1529.95,2179180,2025-05-08 11:03:00,2025-05-08,1896.6,1264.4,81893.17,22.93,67.51,Banking,1550.03,896220,65.69
HEROMOTOCO,2365.02,49.22,2.13,2315.8,2325.17,2372.42,2325.17,1603339,2025-05-08 10:59:00,2025-05-08,2893.06,1928.7,68822.2,22.98,102.92,Financial Services,2364.43,1281402,66.08
TCS,3212.61,64.07,2.03,3148.54,3185.02,3221.14,3185.02,2264687,2025-05-08 10:57:00,2025-05-08,4020.24,2680.16,115332.75,30.61,104.95,IT,3208.29,1631350,47.81
BAJFINANCE,7045.44,131.94,1.91,6913.5,6907.69,7102.77,6907.69,1381405,2025-05-08 10:56:00,2025-05-08,8461.08,5640.72,187408.64,31.66,222.53,Financial Services,7040.65,742752,43.0
BRITANNIA,1429.15,29.38,2.1,1399.77,1404.59,1435.42,1404.59,2461551,2025-05-08 10:55:00,2025-05-08,1712.21,1141.47,63168.21,23.14,61.76,Auto,1433.47,1563659,66.8
HDFCLIFE,1919.81,41.47,2.21,1878.34,1906.16,1926.92,1906.16,1115839,2025-05-08 10:54:00,2025-05-08,2231.45,1487.63,83703.61,15.86,121.05,Infrastructure,1910.75,466658,45.55
TCS,3216.98,68.44,2.17,3148.54,3185.02,3221.14,3185.02,2368641,2025-05-08 10:52:00,2025-05-08,4020.24,2680.16,123210.51,33.58,95.8,IT,3205.57,1448746,52.87
GRASIM,2151.87,43.03,2.04,2108.84,2134.09,2173.27,2134.09,1893519,2025-05-08 10:52:00,2025-05-08,2672.63,1781.75,88441.74,24.54,87.69,IT,2142.97,1504284,54.91
SUNPHARMA,1382.45,34.2,2.54,1348.25,1350.16,1382.45,1350.16,981455,2025-05-08 10:51:00,2025-05-08,1585.02,1056.68,75481.9,33.26,41.57,Pharma,1389.23,681501,77.87
ULTRACEMCO,4779.91,78.67,1.67,4701.24,4721.82,4792.09,4721.82,1735275,2025-05-08 10:51:00,2025-05-08,5900.29,3933.53,173032.61,33.08,144.5,Cement,4796.84,1382382,63.25
DIVISLAB,1468.07,33.93,2.37,1434.14,1450.68,1471.05,1450.68,1500999,2025-05-08 10:51:00,2025-05-08,1767.94,1178.62,113481.5,19.35,75.87,Banking,1472.39,769576,67.15
ITC,392.59,7.15,1.86,385.44,390.35,393.4,390.35,2460469,2025-05-08 10:50:00,2025-05-08,504.3,336.2,18177.14,45.91,8.55,FMCG,393.31,1135794,47.56
HINDALCO,4484.96,106.69,2.44,4378.27,4379.15,4484.96,4379.15,1440676,2025-05-08 10:50:00,2025-05-08,5710.67,3807.11,278516.14,30.12,148.9,IT,4479.71,889653,58.79
KOTAKBANK,1723.72,32.48,1.92,1691.24,1684.43,1745.17,1684.43,967148,2025-05-08 10:47:00,2025-05-08,2100.72,1400.48,53779.98,21.49,80.21,Banking,1726.83,647562,56.44
ADANIENT,2222.22,35.01,1.6,2187.21,2174.28,2239.9,2174.28,1165123,2025-05-08 10:41:00,2025-05-08,2805.8,1870.54,72444.22,15.77,140.91,Infrastructure,2220.81,636346,74.12
TECHM,2593.4,56.37,2.22,2537.03,2544.03,2593.4,2544.03,1569261,2025-05-08 10:40:00,2025-05-08,3111.12,2074.08,81173.3,22.84,113.55,Infrastructure,2581.4,669166,79.46
SBILIFE,2558.66,62.46,2.5,2496.2,2486.91,2578.55,2486.91,1094968,2025-05-08 10:38:00,2025-05-08,2880.38,1920.26,130235.84,26.18,97.73,Financial Services,2551.47,533718,50.53
HDFCLIFE,1926.92,48.58,2.59,1878.34,1906.16,1926.92,1906.16,2617914,2025-05-08 10:38:00,2025-05-08,2231.45,1487.63,152034.32,17.48,110.24,Infrastructure,1925.78,1688644,41.33
ITC,393.4,7.96,2.07,385.44,390.35,393.4,390.35,578452,2025-05-08 10:37:00,2025-05-08,504.3,336.2,20417.59,51.45,7.65,FMCG,391.47,458563,52.0
TECHM,2589.09,52.06,2.05,2537.03,2544.03,2589.09,2544.03,2195158,2025-05-08 10:36:00,2025-05-08,3111.12,2074.08,81815.31,12.15,213.09,Infrastructure,2596.32,1667732,67.16
HINDALCO,4446.08,67.81,1.55,4378.27,4379.15,4446.08,4379.15,1309014,2025-05-08 10:36:00,2025-05-08,5710.67,3807.11,149388.19,24.88,178.7,IT,4432.61,792885,56.99
RELIANCE,2401.61,55.64,2.37,2345.97,2338.86,2401.61,2338.86,3113041,2025-05-08 10:35:00,2025-05-08,2940.9,1960.6,151061.01,14.91,161.07,Oil & Gas,2401.91,2394587,62.05
BAJFINANCE,7078.13,164.63,2.38,6913.5,6907.69,7102.77,6907.69,1519965,2025-05-08 10:34:00,2025-05-08,8461.08,5640.72,514580.23,30.92,228.92,Financial Services,7064.66,891478,68.66
M&M,3021.28,67.12,2.27,2954.16,2938.06,3021.28,2938.06,703519,2025-05-08 10:34:00,2025-05-08,3550.96,2367.3,146834.06,25.61,117.97,Auto,3022.86,399671,54.57
HEROMOTOCO,2368.58,52.78,2.28,2315.8,2325.17,2372.42,2325.17,1242654,2025-05-08 10:34:00,2025-05-08,2893.06,1928.7,162011.21,28.38,83.46,Financial Services,2376.59,831784,52.45
BAJFINANCE,7089.5,176.0,2.55,6913.5,6907.69,7102.77,6907.69,1610497,2025-05-08 10:32:00,2025-05-08,8461.08,5640.72,276490.44,20.51,345.66,Financial Services,7059.22,1070315,50.06
LT,2914.72,44.14,1.54,2870.58,2871.56,2953.83,2871.56,2158861,2025-05-08 10:32:00,2025-05-08,3576.48,2384.32,64998.35,19.53,149.24,Construction,2900.65,1396984,55.62
BAJAJFINSV,1583.1,30.12,1.94,1552.98,1559.75,1590.73,1559.75,1468874,2025-05-08 10:31:00,2025-05-08,1980.36,1320.24,112399.79,21.75,72.79,Financial Services,1577.49,815678,66.42
BPCL,4650.93,96.72,2.12,4554.21,4617.98,4650.93,4617.98,974451,2025-05-08 10:31:00,2025-05-08,5508.67,3672.45,120924.07,20.54,226.43,Oil & Gas,4670.63,436138,47.49
BAJFINANCE,7092.33,178.83,2.59,6913.5,6907.69,7102.77,6907.69,1235273,2025-05-08 10:30:00,2025-05-08,8461.08,5640.72,358162.54,26.94,263.26,Financial Services,7073.78,556449,74.98
WIPRO,453.63,9.0,2.02,444.63,451.05,453.63,451.05,538453,2025-05-08 10:30:00,2025-05-08,540.18,360.12,29168.52,32.91,13.78,IT,455.69,430699,52.94
BAJAJ-AUTO,1141.06,26.19,2.35,1114.87,1127.09,1141.06,1127.09,1723734,2025-05-08 10:30:00,2025-05-08,1320.2,880.14,64583.87,11.41,100.01,Oil & Gas,1138.91,1139937,71.8
HDFCBANK,1557.98,32.34,2.12,1525.64,1529.95,1557.98,1529.95,4442898,2025-05-08 10:29:00,2025-05-08,1896.6,1264.4,80391.64,22.32,69.8,Banking,1564.39,3311976,49.46
APOLLOHOSP,2911.55,58.65,2.06,2852.9,2886.02,2911.55,2886.02,1859138,2025-05-08 10:29:00,2025-05-08,3432.05,2288.03,59686.81,11.91,244.46,Power,2902.64,1218370,65.14
KOTAKBANK,1745.17,53.93,3.19,1691.24,1684.43,1745.17,1684.43,3912708,2025-05-08 10:28:00,2025-05-08,2100.72,1400.48,116752.06,19.32,90.33,Banking,1742.79,3039420,42.28
AXISBANK,1037.84,30.16,2.99,1007.68,1004.42,1037.84,1004.42,1595365,2025-05-08 10:28:00,2025-05-08,1260.36,840.24,62270.4,18.5,56.1,Banking,1038.23,769245,59.42
LT,2930.44,59.86,2.09,2870.58,2871.56,2953.83,2871.56,2871862,2025-05-08 10:28:00,2025-05-08,3576.48,2384.32,184031.8,20.3,144.36,Construction,2923.81,1461908,42.63
ICICIBANK,800.57,16.43,2.1,784.14,791.95,800.57,791.95,5750259,2025-05-08 10:25:00,2025-05-08,1020.48,680.32,59802.49,19.29,41.5,Banking,798.56,3217904,59.02
ONGC,3362.98,71.49,2.17,3291.49,3282.14,3362.98,3282.14,3260447,2025-05-08 10:25:00,2025-05-08,4194.2,2796.14,265675.8,18.12,185.6,Oil & Gas,3374.84,1630209,74.5
HINDALCO,4428.0,49.73,1.14,4378.27,4379.15,4428.0,4379.15,1482913,2025-05-08 10:25:00,2025-05-08,5710.67,3807.11,216086.64,27.81,159.22,IT,4420.62,641020,48.1
AXISBANK,1034.34,26.66,2.65,1007.68,1004.42,1034.34,1004.42,782158,2025-05-08 10:24:00,2025-05-08,1260.36,840.24,46545.12,16.14,64.09,Banking,1038.52,428315,57.12
HINDUNILVR,2578.51,59.15,2.35,2519.36,2529.02,2578.51,2529.02,1685562,2025-05-08 10:22:00,2025-05-08,3048.9,2032.6,130988.22,54.44,47.36,FMCG,2576.76,1091771,68.52
ADANIENT,2239.9,52.69,2.41,2187.21,2174.28,2239.9,2174.28,2360463,2025-05-08 10:22:00,2025-05-08,2805.8,1870.54,53981.67,16.73,133.89,Infrastructure,2244.96,1714491,48.69
TATAMOTORS,3167.05,60.54,1.95,3106.51,3128.46,3190.25,3128.46,2625588,2025-05-08 10:21:00,2025-05-08,3771.08,2514.06,101662.29,27.88,113.6,Auto,3162.74,1389769,61.75
HCLTECH,1193.07,28.85,2.48,1164.22,1164.71,1195.58,1164.71,3504045,2025-05-08 10:19:00,2025-05-08,1416.54,944.36,62397.58,29.71,40.16,IT,1187.61,1877857,59.84
SUNPHARMA,1380.69,32.44,2.41,1348.25,1350.16,1381.44,1350.16,4032335,2025-05-08 10:18:00,2025-05-08,1585.02,1056.68,52880.29,37.21,37.11,Pharma,1377.74,2135627,42.36
HEROMOTOCO,2356.08,40.28,1.74,2315.8,2325.17,2372.42,2325.17,2076519,2025-05-08 10:17:00,2025-05-08,2893.06,1928.7,172700.7,22.73,103.66,Financial Services,2364.06,1449321,64.82
SBIN,753.21,15.57,2.11,737.64,734.5,756.83,734.5,2239987,2025-05-08 10:16:00,2025-05-08,888.96,592.64,43761.47,23.11,32.59,Banking,752.66,1153343,40.24
TATASTEEL,1051.64,25.96,2.53,1025.68,1038.39,1051.64,1038.39,1866465,2025-05-08 10:16:00,2025-05-08,1238.78,825.86,25134.17,12.3,85.5,Metal,1046.79,898124,72.18
BAJFINANCE,7036.69,123.19,1.78,6913.5,6907.69,7102.77,6907.69,2618712,2025-05-08 10:14:00,2025-05-08,8461.08,5640.72,510160.21,31.36,224.38,Financial Services,7070.51,2081174,64.46
HINDUNILVR,2572.34,52.98,2.1,2519.36,2529.02,2572.34,2529.02,2526629,2025-05-08 10:13:00,2025-05-08,3048.9,2032.6,140192.33,46.87,54.88,FMCG,2567.37,1534391,58.28
TATAMOTORS,3190.25,83.74,2.7,3106.51,3128.46,3190.25,3128.46,1965341,2025-05-08 10:13:00,2025-05-08,3771.08,2514.06,179930.12,22.64,140.91,Auto,3200.17,850651,56.63
TATASTEEL,1046.86,21.18,2.06,1025.68,1038.39,1046.86,1038.39,1027001,2025-05-08 10:13:00,2025-05-08,1238.78,825.86,79665.98,9.23,113.42,Metal,1050.58,815846,53.45
LT,2909.89,39.31,1.37,2870.58,2871.56,2953.83,2871.56,3412868,2025-05-08 10:12:00,2025-05-08,3576.48,2384.32,110284.87,18.23,159.62,Construction,2909.22,1504063,55.22
ONGC,3339.27,47.78,1.45,3291.49,3282.14,3353.23,3282.14,3703049,2025-05-08 10:12:00,2025-05-08,4194.2,2796.14,222395.11,10.39,321.39,Oil & Gas,3323.65,2885018,62.82
BHARTIARTL,930.94,23.74,2.62,907.2,902.14,930.94,902.14,1030643,2025-05-08 10:11:00,2025-05-08,1176.18,784.12,19922.05,22.08,42.16,Telecom,935.36,647115,54.87
WIPRO,453.38,8.75,1.97,444.63,451.05,453.38,451.05,1436750,2025-05-08 10:10:00,2025-05-08,540.18,360.12,16865.67,29.83,15.2,IT,453.57,623226,72.33
GRASIM,2148.66,39.82,1.89,2108.84,2134.09,2173.27,2134.09,2163676,2025-05-08 10:09:00,2025-05-08,2672.63,1781.75,70046.37,26.43,81.3,IT,2148.68,917090,52.21
ASIANPAINT,2968.34,48.99,1.68,2919.35,2931.6,2968.34,2931.6,1956062,2025-05-08 10:08:00,2025-05-08,3780.78,2520.52,230343.1,71.92,41.27,Paints,2966.05,1288263,78.82
LT,2953.83,83.25,2.9,2870.58,2871.56,2953.83,2871.56,3023203,2025-05-08 10:07:00,2025-05-08,3576.48,2384.32,83298.0,17.6,167.83,Construction,2948.82,1458639,46.43
SBILIFE,2578.55,82.35,3.3,2496.2,2486.91,2578.55,2486.91,4147422,2025-05-08 10:07:00,2025-05-08,2880.38,1920.26,77872.28,32.28,79.88,Financial Services,2572.1,2119403,56.86
SBIN,756.83,19.19,2.6,737.64,734.5,756.83,734.5,2518913,2025-05-08 10:06:00,2025-05-08,888.96,592.64,46091.02,15.29,49.5,Banking,756.2,1935255,73.3
DIVISLAB,1471.05,36.91,2.57,1434.14,1450.68,1471.05,1450.68,2939033,2025-05-08 10:06:00,2025-05-08,1767.94,1178.62,59283.17,16.99,86.58,Banking,1476.31,1252450,63.21
HEROMOTOCO,2364.37,48.57,2.1,2315.8,2325.17,2372.42,2325.17,4181433,2025-05-08 10:06:00,2025-05-08,2893.06,1928.7,142098.35,32.75,72.19,Financial Services,2354.11,2884179,70.44
GRASIM,2173.27,64.43,3.06,2108.84,2134.09,2173.27,2134.09,2782427,2025-05-08 10:04:00,2025-05-08,2672.63,1781.75,48898.61,26.08,83.33,IT,2165.49,1852397,73.2
ICICIBANK,798.77,14.63,1.87,784.14,791.95,799.14,791.95,3060020,2025-05-08 10:03:00,2025-05-08,1020.48,680.32,55434.45,21.4,37.33,Banking,797.64,1292793,43.77
AXISBANK,1019.25,11.57,1.15,1007.68,1004.42,1022.51,1004.42,1539827,2025-05-08 10:01:00,2025-05-08,1260.36,840.24,80214.94,20.76,49.1,Banking,1018.88,1044057,47.91
HCLTECH,1194.26,30.04,2.58,1164.22,1164.71,1195.58,1164.71,808766,2025-05-08 10:00:00,2025-05-08,1416.54,944.36,51353.37,23.97,49.82,IT,1193.86,436200,76.09
HDFCBANK,1548.75,23.11,1.52,1525.64,1529.95,1548.75,1529.95,4186482,2025-05-08 09:59:00,2025-05-08,1896.6,1264.4,86420.46,18.1,85.57,Banking,1551.78,2444785,64.59
TITAN,3092.07,43.52,1.43,3048.55,3071.06,3092.41,3071.06,1519609,2025-05-08 09:57:00,2025-05-08,3900.72,2600.48,70189.96,56.6,54.63,Consumer Durables,3093.83,871247,79.63
MARUTI,10599.45,219.64,2.12,10379.81,10409.78,10599.45,10409.78,3620669,2025-05-08 09:56:00,2025-05-08,12420.9,8280.6,720762.36,26.33,402.56,Auto,10565.11,2314394,58.78
TITAN,3092.41,43.86,1.44,3048.55,3071.06,3092.41,3071.06,1225210,2025-05-08 09:56:00,2025-05-08,3900.72,2600.48,190801.87,56.27,54.96,Consumer Durables,3097.8,962593,74.06
DRREDDY,1193.35,32.34,2.79,1161.01,1164.68,1194.28,1164.68,4546120,2025-05-08 09:56:00,2025-05-08,1421.57,947.71,23986.27,12.73,93.74,Metal,1195.15,1904061,62.78
BAJAJFINSV,1590.73,37.75,2.43,1552.98,1559.75,1590.73,1559.75,3740295,2025-05-08 09:54:00,2025-05-08,1980.36,1320.24,115487.0,19.33,82.29,Financial Services,1593.64,1648938,67.87
JSWSTEEL,877.31,15.31,1.78,862.0,867.99,883.33,867.99,3549416,2025-05-08 09:54:00,2025-05-08,1086.4,724.26,38952.64,17.16,51.13,Metal,880.75,1718441,63.64
INFY,1382.37,28.77,2.13,1353.6,1350.51,1386.47,1350.51,2892380,2025-05-08 09:53:00,2025-05-08,1704.36,1136.24,66077.12,30.36,45.53,IT,1379.88,1649687,62.47
DRREDDY,1179.73,18.72,1.61,1161.01,1164.68,1194.28,1164.68,1146576,2025-05-08 09:53:00,2025-05-08,1421.57,947.71,67834.39,8.28,142.48,Metal,1180.99,569089,73.24
UPL,2695.17,23.7,0.89,2671.47,2704.1,2704.1,2695.17,1849095,2025-05-08 09:53:00,2025-05-08,3451.15,2300.77,197825.68,50.58,53.29,FMCG,2685.79,1036481,77.6
ONGC,3353.23,61.74,1.88,3291.49,3282.14,3353.23,3282.14,1686327,2025-05-08 09:51:00,2025-05-08,4194.2,2796.14,219636.85,18.03,185.98,Oil & Gas,3362.73,714734,76.11
BRITANNIA,1435.42,35.65,2.55,1399.77,1404.59,1435.42,1404.59,3199748,2025-05-08 09:51:00,2025-05-08,1712.21,1141.47,102919.28,18.28,78.52,Auto,1441.78,2088316,69.25
COALINDIA,1786.56,49.04,2.82,1737.52,1756.08,1786.56,1756.08,3443302,2025-05-08 09:49:00,2025-05-08,2161.19,1440.79,113089.01,13.9,128.53,Power,1793.15,2144556,76.93
TATACONSUM,4324.48,91.08,2.15,4233.4,4291.83,4330.03,4291.83,3453389,2025-05-08 09:49:00,2025-05-08,5522.58,3681.72,221413.15,13.63,317.28,Oil & Gas,4307.61,1680734,77.07
BHARTIARTL,926.84,19.64,2.16,907.2,902.14,926.84,902.14,1202282,2025-05-08 09:48:00,2025-05-08,1176.18,784.12,52736.95,21.65,42.81,Telecom,923.86,484379,47.31
NTPC,4239.42,104.28,2.52,4135.14,4185.18,4240.02,4185.18,693590,2025-05-08 09:46:00,2025-05-08,5136.35,3424.23,225961.25,11.07,382.97,Power,4233.92,280406,63.54
BPCL,4620.5,66.29,1.46,4554.21,4617.98,4620.5,4617.98,4125935,2025-05-08 09:46:00,2025-05-08,5508.67,3672.45,318352.34,17.74,260.46,Oil & Gas,4608.41,2120728,77.73
JSWSTEEL,873.99,11.99,1.39,862.0,867.99,883.33,867.99,1252325,2025-05-08 09:45:00,2025-05-08,1086.4,724.26,49730.14,11.23,77.83,Metal,869.87,912371,53.61
WIPRO,452.28,7.65,1.72,444.63,451.05,452.28,451.05,2342837,2025-05-08 09:44:00,2025-05-08,540.18,360.12,13161.32,31.59,14.32,IT,452.47,1068083,60.61
RELIANCE,2399.05,53.08,2.26,2345.97,2338.86,2401.18,2338.86,5181666,2025-05-08 09:43:00,2025-05-08,2940.9,1960.6,148021.32,20.35,117.89,Oil & Gas,2407.76,3787902,74.1
ONGC,3350.51,59.02,1.79,3291.49,3282.14,3350.51,3282.14,1404295,2025-05-08 09:42:00,2025-05-08,4194.2,2796.14,179252.08,20.17,166.11,Oil & Gas,3338.22,1010643,79.37
TATAMOTORS,3190.22,83.71,2.69,3106.51,3128.46,3190.22,3128.46,3775710,2025-05-08 09:41:00,2025-05-08,3771.08,2514.06,66356.6,28.63,111.43,Auto,3174.75,2546745,70.48
GRASIM,2152.23,43.39,2.06,2108.84,2134.09,2152.23,2134.09,1824111,2025-05-08 09:41:00,2025-05-08,2672.63,1781.75,83075.96,31.43,68.48,IT,2154.02,1120478,75.88
BAJAJ-AUTO,1138.7,23.83,2.14,1114.87,1127.09,1138.7,1127.09,3546395,2025-05-08 09:41:00,2025-05-08,1320.2,880.14,54088.09,20.27,56.18,Oil & Gas,1133.7,2000776,43.49
INFY,1378.73,25.13,1.86,1353.6,1350.51,1386.47,1350.51,3286911,2025-05-08 09:38:00,2025-05-08,1704.36,1136.24,60112.57,24.7,55.82,IT,1373.54,1343775,73.36
POWERGRID,1754.78,42.85,2.5,1711.93,1717.48,1754.78,1717.48,1886206,2025-05-08 09:37:00,2025-05-08,2003.86,1335.9,79140.52,13.81,127.07,Power,1749.69,901329,71.73
JSWSTEEL,883.33,21.33,2.47,862.0,867.99,883.33,867.99,2012839,2025-05-08 09:36:00,2025-05-08,1086.4,724.26,55119.69,15.8,55.91,Metal,882.71,1489281,65.99
HINDALCO,4420.41,42.14,0.96,4378.27,4379.15,4420.41,4379.15,752378,2025-05-08 09:36:00,2025-05-08,5710.67,3807.11,162671.07,23.85,185.34,IT,4402.33,487078,71.3
TCS,3221.14,72.6,2.31,3148.54,3185.02,3221.14,3185.02,4929190,2025-05-08 09:35:00,2025-05-08,4020.24,2680.16,120470.82,31.42,102.52,IT,3215.24,3017945,74.66
ADANIENT,2229.97,42.76,1.95,2187.21,2174.28,2229.97,2174.28,3441755,2025-05-08 09:35:00,2025-05-08,2805.8,1870.54,95888.57,12.62,176.7,Infrastructure,2234.62,2251336,79.74
NTPC,4240.02,104.88,2.54,4135.14,4185.18,4240.02,4185.18,3416877,2025-05-08 09:33:00,2025-05-08,5136.35,3424.23,231081.28,10.49,404.2,Power,4237.15,2582826,43.9
COALINDIA,1784.73,47.21,2.72,1737.52,1756.08,1784.73,1756.08,2359816,2025-05-08 09:33:00,2025-05-08,2161.19,1440.79,84060.84,12.57,141.98,Power,1792.59,1866574,56.59
GRASIM,2144.92,36.08,1.71,2108.84,2134.09,2144.92,2134.09,2286466,2025-05-08 09:32:00,2025-05-08,2672.63,1781.75,138561.51,30.54,70.23,IT,2147.68,1274594,66.47
HEROMOTOCO,2358.44,42.64,1.84,2315.8,2325.17,2372.42,2325.17,2074370,2025-05-08 09:32:00,2025-05-08,2893.06,1928.7,142685.92,32.04,73.61,Financial Services,2366.21,850814,73.07
BAJFINANCE,7102.77,189.27,2.74,6913.5,6907.69,7102.77,6907.69,3334522,2025-05-08 09:30:00,2025-05-08,8461.08,5640.72,285531.16,33.83,209.95,Financial Services,7085.35,2058523,65.18
ULTRACEMCO,4792.09,90.85,1.93,4701.24,4721.82,4792.09,4721.82,2295441,2025-05-08 09:27:00,2025-05-08,5900.29,3933.53,244876.01,33.82,141.69,Cement,4789.29,1659260,65.7
HEROMOTOCO,2372.42,56.62,2.45,2315.8,2325.17,2372.42,2325.17,2374103,2025-05-08 09:27:00,2025-05-08,2893.06,1928.7,86356.26,21.26,111.59,Financial Services,2367.1,1460172,66.93
